experiment,n,salt,estimator,result,abs_error,rel_error,server_elapsed_s,wall_s,attempts
A_unsalted,100000,0,uniq,100315,315,3.150000e-03,0.101,0.109,1
A_unsalted,100000,0,uniqCombined64,100314,314,3.140000e-03,0.1,0.094,1
A_unsalted,1000000,0,uniq,1001943,1943,1.943000e-03,0.108,0.109,1
A_unsalted,1000000,0,uniqCombined64,1001148,1148,1.148000e-03,0.111,0.11,1
A_unsalted,10000000,0,uniq,9983940,-16060,-1.606000e-03,0.129,0.125,1
A_unsalted,10000000,0,uniqCombined64,10021969,21969,2.196900e-03,0.177,0.172,1
A_unsalted,100000000,0,uniq,99951658,-48342,-4.834200e-04,0.247,0.25,1
A_unsalted,100000000,0,uniqCombined64,99903523,-96477,-9.647700e-04,0.837,0.844,1
A_unsalted,1000000000,0,uniq,1001803777,1803777,1.803777e-03,1.883,1.891,1
A_unsalted,1000000000,0,uniqCombined64,999435738,-564262,-5.642620e-04,7.617,7.609,1
A_unsalted,10000000000,0,uniq,10107726683,107726683,1.077267e-02,16.429,16.438,1
A_unsalted,10000000000,0,uniqCombined64,9998568925,-1431075,-1.431075e-04,64.559,64.562,1
A_unsalted,100000000000,0,uniq,18446743978444128518,18446743878444128518,1.844674e+08,137.971,137.969,1
A_unsalted,100000000000,0,uniqCombined64,100097891658,97891658,9.789166e-04,638.153,638.156,1
A_exact,100000,0,uniqExact,100000,0,0.000000e+00,0.097,0.094,1
A_exact,1000000,0,uniqExact,1000000,0,0.000000e+00,0.131,0.125,1
A_exact,10000000,0,uniqExact,10000000,0,0.000000e+00,0.479,0.485,1
A_exact,100000000,0,uniqExact,100000000,0,0.000000e+00,4.345,4.343,1
A_exact,1000000000,0,uniqExact,FAIL,,,,1726.157,
B_salted,100000,1,uniq,100007,7,7.000000e-05,0.109,0.109,1
B_salted,100000,2,uniq,99560,-440,-4.400000e-03,0.099,0.094,1
B_salted,100000,3,uniq,99609,-391,-3.910000e-03,0.098,0.093,1
B_salted,100000,4,uniq,100292,292,2.920000e-03,0.097,0.11,1
B_salted,100000,5,uniq,99905,-95,-9.500000e-04,0.095,0.094,1
B_salted,100000,6,uniq,99859,-141,-1.410000e-03,0.096,0.093,1
B_salted,100000,7,uniq,99807,-193,-1.930000e-03,0.099,0.094,1
B_salted,100000,8,uniq,99885,-115,-1.150000e-03,0.098,0.094,1
B_salted,100000,9,uniq,100379,379,3.790000e-03,0.098,0.109,1
B_salted,100000,10,uniq,99891,-109,-1.090000e-03,0.098,0.094,1
B_salted,100000,11,uniq,99521,-479,-4.790000e-03,0.097,0.094,1
B_salted,100000,12,uniq,100639,639,6.390000e-03,0.097,0.093,1
B_salted,100000,13,uniq,99704,-296,-2.960000e-03,0.097,0.11,1
B_salted,100000,14,uniq,99895,-105,-1.050000e-03,0.099,0.094,1
B_salted,100000,15,uniq,99904,-96,-9.600000e-04,0.098,0.093,1
B_salted,100000,16,uniq,99924,-76,-7.600000e-04,0.098,0.11,1
B_salted,100000,17,uniq,100088,88,8.800000e-04,0.098,0.093,1
B_salted,100000,18,uniq,100434,434,4.340000e-03,0.098,0.094,1
B_salted,100000,19,uniq,100209,209,2.090000e-03,0.097,0.094,1
B_salted,100000,20,uniq,99846,-154,-1.540000e-03,0.098,0.109,1
B_salted,100000,21,uniq,99632,-368,-3.680000e-03,0.101,0.094,1
B_salted,100000,22,uniq,100249,249,2.490000e-03,0.105,0.109,1
B_salted,100000,23,uniq,99863,-137,-1.370000e-03,0.097,0.094,1
B_salted,100000,24,uniq,100046,46,4.600000e-04,0.098,0.094,1
B_salted,100000,25,uniq,100460,460,4.600000e-03,0.098,0.109,1
B_salted,100000,26,uniq,99862,-138,-1.380000e-03,0.099,0.094,1
B_salted,100000,27,uniq,100046,46,4.600000e-04,0.097,0.094,1
B_salted,100000,28,uniq,99573,-427,-4.270000e-03,0.098,0.094,1
B_salted,100000,29,uniq,99812,-188,-1.880000e-03,0.098,0.109,1
B_salted,100000,30,uniq,100196,196,1.960000e-03,0.098,0.094,1
B_salted,100000,31,uniq,100312,312,3.120000e-03,0.098,0.093,1
B_salted,100000,32,uniq,99950,-50,-5.000000e-04,0.097,0.11,1
B_salted,100000,33,uniq,100760,760,7.600000e-03,0.095,0.094,1
B_salted,100000,34,uniq,99747,-253,-2.530000e-03,0.097,0.093,1
B_salted,100000,35,uniq,99944,-56,-5.600000e-04,0.097,0.094,1
B_salted,100000,36,uniq,100328,328,3.280000e-03,0.095,0.094,1
B_salted,100000,37,uniq,100315,315,3.150000e-03,0.098,0.109,1
B_salted,100000,38,uniq,100450,450,4.500000e-03,0.1,0.094,1
B_salted,100000,39,uniq,99953,-47,-4.700000e-04,0.098,0.094,1
B_salted,100000,40,uniq,100438,438,4.380000e-03,0.096,0.093,1
B_salted,100000,41,uniq,100376,376,3.760000e-03,0.095,0.11,1
B_salted,100000,42,uniq,99622,-378,-3.780000e-03,0.098,0.094,1
B_salted,100000,43,uniq,100516,516,5.160000e-03,0.097,0.093,1
B_salted,100000,44,uniq,99928,-72,-7.200000e-04,0.099,0.094,1
B_salted,100000,45,uniq,100200,200,2.000000e-03,0.097,0.109,1
B_salted,100000,46,uniq,99623,-377,-3.770000e-03,0.097,0.094,1
B_salted,100000,47,uniq,99607,-393,-3.930000e-03,0.097,0.094,1
B_salted,100000,48,uniq,100236,236,2.360000e-03,0.102,0.109,1
B_salted,100000,49,uniq,99787,-213,-2.130000e-03,0.097,0.094,1
B_salted,100000,50,uniq,100504,504,5.040000e-03,0.102,0.094,1
B_salted,100000,51,uniq,99888,-112,-1.120000e-03,0.1,0.109,1
B_salted,100000,52,uniq,99767,-233,-2.330000e-03,0.098,0.094,1
B_salted,100000,53,uniq,100181,181,1.810000e-03,0.099,0.094,1
B_salted,100000,54,uniq,100321,321,3.210000e-03,0.098,0.109,1
B_salted,100000,55,uniq,100303,303,3.030000e-03,0.1,0.094,1
B_salted,100000,56,uniq,100383,383,3.830000e-03,0.097,0.094,1
B_salted,100000,57,uniq,100216,216,2.160000e-03,0.098,0.109,1
B_salted,100000,58,uniq,99981,-19,-1.900000e-04,0.098,0.094,1
B_salted,100000,59,uniq,99951,-49,-4.900000e-04,0.098,0.093,1
B_salted,100000,60,uniq,99304,-696,-6.960000e-03,0.1,0.094,1
B_salted,100000,61,uniq,99963,-37,-3.700000e-04,0.098,0.11,1
B_salted,100000,62,uniq,100006,6,6.000000e-05,0.098,0.093,1
B_salted,100000,63,uniq,100037,37,3.700000e-04,0.098,0.094,1
B_salted,100000,64,uniq,100399,399,3.990000e-03,0.096,0.109,1
B_salted,100000,65,uniq,100253,253,2.530000e-03,0.097,0.094,1
B_salted,100000,66,uniq,100350,350,3.500000e-03,0.099,0.094,1
B_salted,100000,67,uniq,100516,516,5.160000e-03,0.1,0.109,1
B_salted,100000,68,uniq,100102,102,1.020000e-03,0.098,0.094,1
B_salted,100000,69,uniq,99715,-285,-2.850000e-03,0.102,0.094,1
B_salted,100000,70,uniq,99960,-40,-4.000000e-04,0.111,0.109,1
B_salted,100000,71,uniq,99786,-214,-2.140000e-03,0.121,0.125,1
B_salted,100000,72,uniq,99725,-275,-2.750000e-03,0.1,0.11,1
B_salted,100000,73,uniq,100539,539,5.390000e-03,0.099,0.093,1
B_salted,100000,74,uniq,100423,423,4.230000e-03,0.098,0.094,1
B_salted,100000,75,uniq,100470,470,4.700000e-03,0.097,0.109,1
B_salted,100000,76,uniq,99707,-293,-2.930000e-03,0.096,0.094,1
B_salted,100000,77,uniq,99757,-243,-2.430000e-03,0.098,0.094,1
B_salted,100000,78,uniq,99904,-96,-9.600000e-04,0.102,0.094,1
B_salted,100000,79,uniq,100233,233,2.330000e-03,0.098,0.109,1
B_salted,100000,80,uniq,100164,164,1.640000e-03,0.099,0.094,1
B_salted,100000,81,uniq,100516,516,5.160000e-03,0.098,0.094,1
B_salted,100000,82,uniq,99534,-466,-4.660000e-03,0.098,0.109,1
B_salted,100000,83,uniq,99760,-240,-2.400000e-03,0.1,0.094,1
B_salted,100000,84,uniq,99495,-505,-5.050000e-03,0.099,0.093,1
B_salted,100000,85,uniq,99351,-649,-6.490000e-03,0.097,0.11,1
B_salted,100000,86,uniq,100216,216,2.160000e-03,0.098,0.094,1
B_salted,100000,87,uniq,100604,604,6.040000e-03,0.101,0.093,1
B_salted,100000,88,uniq,100131,131,1.310000e-03,0.099,0.11,1
B_salted,100000,89,uniq,100315,315,3.150000e-03,0.097,0.093,1
B_salted,100000,90,uniq,100156,156,1.560000e-03,0.098,0.094,1
B_salted,100000,91,uniq,100314,314,3.140000e-03,0.098,0.094,1
B_salted,100000,92,uniq,99706,-294,-2.940000e-03,0.098,0.109,1
B_salted,100000,93,uniq,99695,-305,-3.050000e-03,0.114,0.11,1
B_salted,100000,94,uniq,100500,500,5.000000e-03,0.099,0.093,1
B_salted,100000,95,uniq,99796,-204,-2.040000e-03,0.097,0.11,1
B_salted,100000,96,uniq,99644,-356,-3.560000e-03,0.097,0.094,1
B_salted,100000,97,uniq,99451,-549,-5.490000e-03,0.098,0.093,1
B_salted,100000,98,uniq,99894,-106,-1.060000e-03,0.097,0.094,1
B_salted,100000,99,uniq,99659,-341,-3.410000e-03,0.097,0.109,1
B_salted,100000,100,uniq,99579,-421,-4.210000e-03,0.1,0.094,1
B_salted,1000000,1,uniq,1005929,5929,5.929000e-03,0.117,0.11,1
B_salted,1000000,2,uniq,1003743,3743,3.743000e-03,0.11,0.109,1
B_salted,1000000,3,uniq,994841,-5159,-5.159000e-03,0.109,0.109,1
B_salted,1000000,4,uniq,1001573,1573,1.573000e-03,0.118,0.125,1
B_salted,1000000,5,uniq,1004499,4499,4.499000e-03,0.11,0.11,1
B_salted,1000000,6,uniq,995451,-4549,-4.549000e-03,0.126,0.125,1
B_salted,1000000,7,uniq,1001087,1087,1.087000e-03,0.125,0.125,1
B_salted,1000000,8,uniq,998990,-1010,-1.010000e-03,0.127,0.125,1
B_salted,1000000,9,uniq,1001594,1594,1.594000e-03,0.113,0.125,1
B_salted,1000000,10,uniq,1005855,5855,5.855000e-03,0.115,0.109,1
B_salted,1000000,11,uniq,994811,-5189,-5.189000e-03,0.109,0.109,1
B_salted,1000000,12,uniq,997797,-2203,-2.203000e-03,0.111,0.11,1
B_salted,1000000,13,uniq,1007262,7262,7.262000e-03,0.117,0.125,1
B_salted,1000000,14,uniq,996255,-3745,-3.745000e-03,0.135,0.125,1
B_salted,1000000,15,uniq,998977,-1023,-1.023000e-03,0.132,0.14,1
B_salted,1000000,16,uniq,1003599,3599,3.599000e-03,0.115,0.11,1
B_salted,1000000,17,uniq,1001480,1480,1.480000e-03,0.121,0.125,1
B_salted,1000000,18,uniq,999304,-696,-6.960000e-04,0.128,0.125,1
B_salted,1000000,19,uniq,1003157,3157,3.157000e-03,0.116,0.125,1
B_salted,1000000,20,uniq,1002675,2675,2.675000e-03,0.116,0.109,1
B_salted,1000000,21,uniq,997519,-2481,-2.481000e-03,0.111,0.11,1
B_salted,1000000,22,uniq,999421,-579,-5.790000e-04,0.124,0.125,1
B_salted,1000000,23,uniq,999373,-627,-6.270000e-04,0.118,0.125,1
B_salted,1000000,24,uniq,996642,-3358,-3.358000e-03,0.125,0.125,1
B_salted,1000000,25,uniq,1005929,5929,5.929000e-03,0.109,0.109,1
B_salted,1000000,26,uniq,999839,-161,-1.610000e-04,0.11,0.109,1
B_salted,1000000,27,uniq,1005292,5292,5.292000e-03,0.11,0.11,1
B_salted,1000000,28,uniq,1003785,3785,3.785000e-03,0.149,0.14,1
B_salted,1000000,29,uniq,996749,-3251,-3.251000e-03,0.112,0.11,1
B_salted,1000000,30,uniq,999891,-109,-1.090000e-04,0.111,0.109,1
B_salted,1000000,31,uniq,997351,-2649,-2.649000e-03,0.111,0.109,1
B_salted,1000000,32,uniq,996539,-3461,-3.461000e-03,0.114,0.109,1
B_salted,1000000,33,uniq,1000643,643,6.430000e-04,0.111,0.11,1
B_salted,1000000,34,uniq,1002235,2235,2.235000e-03,0.128,0.125,1
B_salted,1000000,35,uniq,1001901,1901,1.901000e-03,0.123,0.125,1
B_salted,1000000,36,uniq,1000320,320,3.200000e-04,0.119,0.125,1
B_salted,1000000,37,uniq,1004149,4149,4.149000e-03,0.113,0.109,1
B_salted,1000000,38,uniq,999342,-658,-6.580000e-04,0.113,0.11,1
B_salted,1000000,39,uniq,993708,-6292,-6.292000e-03,0.109,0.109,1
B_salted,1000000,40,uniq,1002010,2010,2.010000e-03,0.12,0.125,1
B_salted,1000000,41,uniq,1000420,420,4.200000e-04,0.11,0.109,1
B_salted,1000000,42,uniq,996894,-3106,-3.106000e-03,0.11,0.11,1
B_salted,1000000,43,uniq,1002269,2269,2.269000e-03,0.11,0.109,1
B_salted,1000000,44,uniq,1002529,2529,2.529000e-03,0.113,0.125,1
B_salted,1000000,45,uniq,1002406,2406,2.406000e-03,0.11,0.109,1
B_salted,1000000,46,uniq,999537,-463,-4.630000e-04,0.113,0.11,1
B_salted,1000000,47,uniq,1002304,2304,2.304000e-03,0.12,0.125,1
B_salted,1000000,48,uniq,991423,-8577,-8.577000e-03,0.119,0.109,1
B_salted,1000000,49,uniq,995833,-4167,-4.167000e-03,0.115,0.125,1
B_salted,1000000,50,uniq,997955,-2045,-2.045000e-03,0.11,0.11,1
B_salted,1000000,51,uniq,1001684,1684,1.684000e-03,0.109,0.109,1
B_salted,1000000,52,uniq,998738,-1262,-1.262000e-03,0.113,0.109,1
B_salted,1000000,53,uniq,998705,-1295,-1.295000e-03,0.11,0.11,1
B_salted,1000000,54,uniq,994811,-5189,-5.189000e-03,0.11,0.109,1
B_salted,1000000,55,uniq,1003192,3192,3.192000e-03,0.118,0.125,1
B_salted,1000000,56,uniq,997779,-2221,-2.221000e-03,0.136,0.125,1
B_salted,1000000,57,uniq,1002529,2529,2.529000e-03,0.115,0.125,1
B_salted,1000000,58,uniq,1004409,4409,4.409000e-03,0.119,0.109,1
B_salted,1000000,59,uniq,996653,-3347,-3.347000e-03,0.11,0.11,1
B_salted,1000000,60,uniq,996448,-3552,-3.552000e-03,0.124,0.125,1
B_salted,1000000,61,uniq,1000083,83,8.300000e-05,0.125,0.125,1
B_salted,1000000,62,uniq,999102,-898,-8.980000e-04,0.112,0.109,1
B_salted,1000000,63,uniq,994852,-5148,-5.148000e-03,0.115,0.125,1
B_salted,1000000,64,uniq,998186,-1814,-1.814000e-03,0.111,0.11,1
B_salted,1000000,65,uniq,999814,-186,-1.860000e-04,0.112,0.109,1
B_salted,1000000,66,uniq,996653,-3347,-3.347000e-03,0.124,0.125,1
B_salted,1000000,67,uniq,993456,-6544,-6.544000e-03,0.126,0.125,1
B_salted,1000000,68,uniq,992530,-7470,-7.470000e-03,0.112,0.109,1
B_salted,1000000,69,uniq,1005409,5409,5.409000e-03,0.111,0.11,1
B_salted,1000000,70,uniq,1002620,2620,2.620000e-03,0.21,0.218,1
B_salted,1000000,71,uniq,999421,-579,-5.790000e-04,0.114,0.11,1
B_salted,1000000,72,uniq,999191,-809,-8.090000e-04,0.119,0.125,1
B_salted,1000000,73,uniq,995819,-4181,-4.181000e-03,0.132,0.125,1
B_salted,1000000,74,uniq,997519,-2481,-2.481000e-03,0.112,0.109,1
B_salted,1000000,75,uniq,999587,-413,-4.130000e-04,0.109,0.11,1
B_salted,1000000,76,uniq,1006833,6833,6.833000e-03,0.111,0.125,1
B_salted,1000000,77,uniq,995867,-4133,-4.133000e-03,0.111,0.109,1
B_salted,1000000,78,uniq,1002620,2620,2.620000e-03,0.111,0.109,1
B_salted,1000000,79,uniq,999638,-362,-3.620000e-04,0.125,0.125,1
B_salted,1000000,80,uniq,997329,-2671,-2.671000e-03,0.122,0.125,1
B_salted,1000000,81,uniq,998990,-1010,-1.010000e-03,0.11,0.11,1
B_salted,1000000,82,uniq,1000936,936,9.360000e-04,0.114,0.109,1
B_salted,1000000,83,uniq,995224,-4776,-4.776000e-03,0.113,0.109,1
B_salted,1000000,84,uniq,998117,-1883,-1.883000e-03,0.121,0.125,1
B_salted,1000000,85,uniq,994910,-5090,-5.090000e-03,0.132,0.125,1
B_salted,1000000,86,uniq,999990,-10,-1.000000e-05,0.109,0.11,1
B_salted,1000000,87,uniq,996738,-3262,-3.262000e-03,0.111,0.125,1
B_salted,1000000,88,uniq,1002793,2793,2.793000e-03,0.118,0.109,1
B_salted,1000000,89,uniq,1000009,9,9.000000e-06,0.112,0.11,1
B_salted,1000000,90,uniq,995215,-4785,-4.785000e-03,0.11,0.109,1
B_salted,1000000,91,uniq,993193,-6807,-6.807000e-03,0.124,0.125,1
B_salted,1000000,92,uniq,999587,-413,-4.130000e-04,0.125,0.125,1
B_salted,1000000,93,uniq,999868,-132,-1.320000e-04,0.124,0.125,1
B_salted,1000000,94,uniq,994211,-5789,-5.789000e-03,0.113,0.109,1
B_salted,1000000,95,uniq,1003810,3810,3.810000e-03,0.114,0.125,1
B_salted,1000000,96,uniq,997310,-2690,-2.690000e-03,0.125,0.125,1
B_salted,1000000,97,uniq,999421,-579,-5.790000e-04,0.122,0.125,1
B_salted,1000000,98,uniq,996548,-3452,-3.452000e-03,0.136,0.125,1
B_salted,1000000,99,uniq,995474,-4526,-4.526000e-03,0.112,0.11,1
B_salted,1000000,100,uniq,1001594,1594,1.594000e-03,0.118,0.125,1
B_salted,10000000,1,uniq,10035497,35497,3.549700e-03,0.167,0.172,1
B_salted,10000000,2,uniq,10007477,7477,7.477000e-04,0.185,0.187,1
B_salted,10000000,3,uniq,9980085,-19915,-1.991500e-03,0.162,0.156,1
B_salted,10000000,4,uniq,9967297,-32703,-3.270300e-03,0.155,0.157,1
B_salted,10000000,5,uniq,10002552,2552,2.552000e-04,0.165,0.156,1
B_salted,10000000,6,uniq,9971286,-28714,-2.871400e-03,0.144,0.156,1
B_salted,10000000,7,uniq,9893886,-106114,-1.061140e-02,0.174,0.172,1
B_salted,10000000,8,uniq,10079709,79709,7.970900e-03,0.161,0.156,1
B_salted,10000000,9,uniq,10056154,56154,5.615400e-03,0.147,0.156,1
B_salted,10000000,10,uniq,9985448,-14552,-1.455200e-03,0.152,0.141,1
B_salted,10000000,11,uniq,9909321,-90679,-9.067900e-03,0.147,0.156,1
B_salted,10000000,12,uniq,9933117,-66883,-6.688300e-03,0.168,0.157,1
B_salted,10000000,13,uniq,9958934,-41066,-4.106600e-03,0.144,0.156,1
B_salted,10000000,14,uniq,9937339,-62661,-6.266100e-03,0.174,0.172,1
B_salted,10000000,15,uniq,9979798,-20202,-2.020200e-03,0.141,0.14,1
B_salted,10000000,16,uniq,10008433,8433,8.433000e-04,0.16,0.157,1
B_salted,10000000,17,uniq,10006777,6777,6.777000e-04,0.139,0.14,1
B_salted,10000000,18,uniq,9973613,-26387,-2.638700e-03,0.161,0.156,1
B_salted,10000000,19,uniq,10053175,53175,5.317500e-03,0.151,0.157,1
B_salted,10000000,20,uniq,9933784,-66216,-6.621600e-03,0.16,0.156,1
B_salted,10000000,21,uniq,10060654,60654,6.065400e-03,0.16,0.156,1
B_salted,10000000,22,uniq,10028135,28135,2.813500e-03,0.144,0.156,1
B_salted,10000000,23,uniq,10002813,2813,2.813000e-04,0.145,0.141,1
B_salted,10000000,24,uniq,9987543,-12457,-1.245700e-03,0.142,0.141,1
B_salted,10000000,25,uniq,9981490,-18510,-1.851000e-03,0.135,0.14,1
B_salted,10000000,26,uniq,10016692,16692,1.669200e-03,0.172,0.172,1
B_salted,10000000,27,uniq,9991105,-8895,-8.895000e-04,0.154,0.156,1
B_salted,10000000,28,uniq,10033611,33611,3.361100e-03,0.151,0.141,1
B_salted,10000000,29,uniq,10114549,114549,1.145490e-02,0.164,0.172,1
B_salted,10000000,30,uniq,10015092,15092,1.509200e-03,0.151,0.141,1
B_salted,10000000,31,uniq,9924220,-75780,-7.578000e-03,0.18,0.187,1
B_salted,10000000,32,uniq,9982155,-17845,-1.784500e-03,0.17,0.172,1
B_salted,10000000,33,uniq,9947331,-52669,-5.266900e-03,0.139,0.141,1
B_salted,10000000,34,uniq,10018486,18486,1.848600e-03,0.152,0.14,1
B_salted,10000000,35,uniq,9964721,-35279,-3.527900e-03,0.147,0.156,1
B_salted,10000000,36,uniq,9929432,-70568,-7.056800e-03,0.137,0.141,1
B_salted,10000000,37,uniq,10049915,49915,4.991500e-03,0.141,0.141,1
B_salted,10000000,38,uniq,10064956,64956,6.495600e-03,0.146,0.14,1
B_salted,10000000,39,uniq,10055859,55859,5.585900e-03,0.137,0.141,1
B_salted,10000000,40,uniq,10016523,16523,1.652300e-03,0.136,0.125,1
B_salted,10000000,41,uniq,9975832,-24168,-2.416800e-03,0.138,0.141,1
B_salted,10000000,42,uniq,10038464,38464,3.846400e-03,0.136,0.14,1
B_salted,10000000,43,uniq,10031500,31500,3.150000e-03,0.139,0.141,1
B_salted,10000000,44,uniq,10023696,23696,2.369600e-03,0.139,0.14,1
B_salted,10000000,45,uniq,10056633,56633,5.663300e-03,0.137,0.141,1
B_salted,10000000,46,uniq,10005080,5080,5.080000e-04,0.139,0.141,1
B_salted,10000000,47,uniq,9969436,-30564,-3.056400e-03,0.142,0.14,1
B_salted,10000000,48,uniq,10012171,12171,1.217100e-03,0.138,0.141,1
B_salted,10000000,49,uniq,10057745,57745,5.774500e-03,0.135,0.125,1
B_salted,10000000,50,uniq,9950599,-49401,-4.940100e-03,0.137,0.141,1
B_salted,10000000,51,uniq,10010739,10739,1.073900e-03,0.138,0.14,1
B_salted,10000000,52,uniq,10039967,39967,3.996700e-03,0.137,0.141,1
B_salted,10000000,53,uniq,10046900,46900,4.690000e-03,0.137,0.125,1
B_salted,10000000,54,uniq,10087329,87329,8.732900e-03,0.135,0.14,1
B_salted,10000000,55,uniq,10030335,30335,3.033500e-03,0.139,0.141,1
B_salted,10000000,56,uniq,9999107,-893,-8.930000e-05,0.139,0.141,1
B_salted,10000000,57,uniq,10035750,35750,3.575000e-03,0.137,0.14,1
B_salted,10000000,58,uniq,10012390,12390,1.239000e-03,0.139,0.141,1
